yyyymm,temperature_volw_mean,salinity_volw_mean,temperature_uncert,salinity_uncert,temperature_obs_wt,salinity_obs_wt
192204,273.89,34.6269,0.319259,0.0644048,0.022757,0.0227072
192205,273.884,34.6259,0.319256,0.064393,0.025541,0.0234961
192206,273.874,34.6214,0.319165,0.0643919,0.0257988,0.0203691
192207,273.881,34.6177,0.318193,0.0641043,0.0744781,0.0721298
192208,273.901,34.6159,0.315118,0.0634692,0.125338,0.120812
192209,273.894,34.615,0.31548,0.0634827,0.100398,0.101497
192210,273.885,34.617,0.316903,0.0637742,0.061601,0.0640908
192211,273.887,34.6182,0.317022,0.0640259,0.0733681,0.0577623
192212,273.901,34.6181,0.316536,0.0641833,0.0729622,0.0552714
192301,273.904,34.6205,0.317642,0.064289,0.0486114,0.0538784
192302,273.902,34.6227,0.318185,0.0642954,0.0553739,0.065372
192303,273.904,34.6243,0.316632,0.0642894,0.0938167,0.0661766
192304,273.901,34.6267,0.316336,0.0640477,0.0948057,0.0912016
192305,273.896,34.626,0.316742,0.064036,0.0928628,0.079891
192306,273.878,34.6223,0.314716,0.0636714,0.126103,0.132175
192307,273.886,34.619,0.310414,0.063082,0.14843,0.14814
192308,273.887,34.6164,0.308271,0.06279,0.176636,0.181731
192309,273.889,34.6157,0.312306,0.0633713,0.0982607,0.103645
192310,273.883,34.6184,0.31503,0.0638131,0.0569181,0.0598996
192311,273.881,34.6205,0.314954,0.0637896,0.0814716,0.0928905
192312,273.891,34.6207,0.315912,0.0639378,0.080107,0.0892519
192401,273.894,34.623,0.317229,0.0641669,0.0427982,0.0492428
192402,273.893,34.6254,0.317873,0.0642505,0.0583475,0.0601304
192403,273.895,34.6276,0.318125,0.0642641,0.0649586,0.0664517
192404,273.89,34.6284,0.318385,0.0642782,0.0586037,0.0618045
192405,273.861,34.6264,0.315158,0.0637804,0.125192,0.130842
192406,273.853,34.623,0.314673,0.0639529,0.153418,0.153944
192407,273.871,34.6193,0.30995,0.0634234,0.17424,0.174511
192408,273.891,34.6172,0.306378,0.0628963,0.225864,0.210926
192409,273.871,34.6167,0.307606,0.0630436,0.159353,0.134148
192410,273.866,34.6192,0.312353,0.0636982,0.0687498,0.0767007
192411,273.863,34.6197,0.314578,0.063973,0.0573968,0.052221
192412,273.874,34.6195,0.314671,0.0641712,0.0764381,0.0480711
192501,273.879,34.6222,0.316545,0.0642872,0.0242045,0.0225935
192502,273.88,34.6245,0.317527,0.0643579,0.0413964,0.0432195
192503,273.883,34.6263,0.317992,0.0643213,0.0339256,0.0334221
192504,273.879,34.6273,0.31742,0.0643446,0.0742237,0.054542
192505,273.877,34.6265,0.316769,0.0641139,0.073715,0.0777074
192506,273.862,34.6229,0.310931,0.0634904,0.162073,0.165036
192507,273.875,34.6191,0.308375,0.063264,0.154567,0.149795
192508,273.885,34.6191,0.307118,0.0628215,0.188582,0.199479
192509,273.887,34.6184,0.311105,0.063403,0.0987527,0.0953211
192510,273.877,34.6204,0.31379,0.0638323,0.0889182,0.0606714
192511,273.874,34.6214,0.315568,0.0640215,0.0498496,0.05131
192512,273.884,34.6214,0.31703,0.0641773,0.0284964,0.0268699
192601,273.887,34.6233,0.315413,0.0639484,0.0733218,0.0773356
192602,273.887,34.6248,0.315374,0.0640033,0.0992088,0.0988579
192603,273.892,34.6258,0.316332,0.0640567,0.0651493,0.0654189
192604,273.895,34.6278,0.316776,0.0640599,0.0590919,0.0578604
192605,273.893,34.6264,0.316365,0.0641476,0.0782099,0.0668646
192606,273.871,34.6225,0.315122,0.0639183,0.113907,0.104256
192607,273.88,34.6177,0.31076,0.063334,0.148964,0.149439
192608,273.897,34.6154,0.307414,0.0627498,0.166426,0.166069
192609,273.901,34.6169,0.308795,0.0629212,0.132402,0.126243
192610,273.892,34.6185,0.312798,0.0634335,0.0777939,0.0820371
192611,273.88,34.6191,0.314963,0.0638176,0.0463017,0.0343915
192612,273.897,34.6199,0.314629,0.0637785,0.0787716,0.0650253
192701,273.897,34.622,0.316223,0.0640262,0.0637197,0.0644502
192702,273.887,34.623,0.315415,0.063994,0.0816959,0.0819999
192703,273.884,34.6234,0.313684,0.063713,0.0914536,0.0924215
192704,273.884,34.6246,0.31353,0.0638055,0.077839,0.0792878
192705,273.872,34.6229,0.312636,0.0635662,0.12454,0.105195
192706,273.843,34.6184,0.311616,0.0633647,0.100589,0.0989516
192707,273.87,34.6162,0.310711,0.0633569,0.120037,0.12073
192708,273.881,34.615,0.308534,0.0631207,0.172079,0.168252
192709,273.877,34.6151,0.309335,0.0630745,0.122886,0.120771
192710,273.871,34.6183,0.312591,0.0636178,0.0717636,0.0748897
192711,273.868,34.6192,0.315222,0.0639521,0.0387003,0.0310266
192712,273.878,34.6191,0.316454,0.0640947,0.0446578,0.0420657
192801,273.882,34.6217,0.315802,0.0642174,0.0800399,0.0764852
192802,273.883,34.6241,0.316578,0.0642573,0.0615471,0.0588446
192803,273.885,34.6245,0.314116,0.0636442,0.129186,0.10932
192804,273.877,34.627,0.313629,0.0635388,0.114101,0.0845425
192805,273.875,34.6255,0.313163,0.063695,0.0964181,0.100911
192806,273.868,34.6226,0.309513,0.0632749,0.131098,0.135145
192807,273.874,34.6176,0.305648,0.0626857,0.180995,0.182432
192808,273.888,34.6163,0.30294,0.0621241,0.231657,0.213494
192809,273.899,34.6151,0.304054,0.0622221,0.183741,0.176946
192810,273.891,34.619,0.308281,0.0629024,0.101626,0.101165
192811,273.884,34.62,0.31146,0.0635024,0.0680165,0.0451871
192812,273.896,34.6182,0.310597,0.0632229,0.118772,0.118515
192901,273.898,34.6211,0.313562,0.063629,0.0781474,0.0712876
192902,273.884,34.6219,0.311248,0.0635289,0.155582,0.0989226
192903,273.892,34.6254,0.311229,0.0632455,0.0829656,0.0824995
192904,273.887,34.6266,0.313053,0.0634432,0.0884493,0.0891459
192905,273.873,34.6259,0.311236,0.0631929,0.110946,0.109004
192906,273.856,34.6214,0.310552,0.0633934,0.111539,0.111541
192907,273.858,34.6177,0.310068,0.0633129,0.149883,0.122008
192908,273.894,34.6168,0.304734,0.0627938,0.22646,0.21307
192909,273.885,34.6173,0.304307,0.0625404,0.180206,0.176668
192910,273.878,34.6197,0.309791,0.0633093,0.106405,0.0731736
192911,273.869,34.6177,0.309461,0.0632782,0.097309,0.0931448
192912,273.886,34.6166,0.308513,0.0629918,0.131747,0.141395
193001,273.875,34.6166,0.30887,0.062906,0.150575,0.156227
193002,273.869,34.6215,0.306353,0.0628696,0.2086,0.201522
193003,273.87,34.6244,0.307523,0.0629059,0.134617,0.138053
193004,273.866,34.6257,0.306501,0.0627586,0.129377,0.129937
193005,273.871,34.625,0.30818,0.0629844,0.117219,0.117023
193006,273.87,34.6205,0.306706,0.0631317,0.153067,0.130438
193007,273.864,34.6164,0.305476,0.0631262,0.210738,0.162063
193008,273.909,34.6157,0.300121,0.0623316,0.266254,0.227772
193009,273.91,34.6154,0.302499,0.0623484,0.201337,0.179997
193010,273.897,34.6193,0.306772,0.0629396,0.167391,0.117091
193011,273.888,34.6199,0.309187,0.063155,0.100737,0.0992808
193012,273.868,34.6184,0.305337,0.0630887,0.155905,0.150379
193101,273.872,34.6217,0.305823,0.0627838,0.177811,0.181436
193102,273.87,34.6228,0.306715,0.0630613,0.169704,0.170529
193103,273.878,34.6262,0.307291,0.0629283,0.127568,0.125434
193104,273.871,34.6283,0.308653,0.0629647,0.0941633,0.092962
193105,273.867,34.6262,0.308594,0.062949,0.113338,0.115848
193106,273.847,34.6223,0.309513,0.0632196,0.137406,0.118265
193107,273.848,34.6209,0.30239,0.0624752,0.201321,0.210017
193108,273.864,34.618,0.298998,0.0620139,0.214521,0.210591
193109,273.869,34.6193,0.302253,0.0622613,0.177358,0.150268
193110,273.857,34.6197,0.306175,0.0628428,0.15878,0.102429
193111,273.86,34.6206,0.306895,0.063005,0.105288,0.110365
193112,273.873,34.6209,0.310134,0.0634362,0.0743093,0.0740286
193201,273.873,34.6237,0.310319,0.063782,0.117894,0.121133
193202,273.872,34.6257,0.311216,0.063723,0.107714,0.111335
193203,273.881,34.6269,0.311128,0.063434,0.115963,0.119028
193204,273.88,34.6303,0.312954,0.0633695,0.11268,0.115816
193205,273.872,34.6279,0.311267,0.0632681,0.12765,0.122662
193206,273.868,34.6243,0.310622,0.0636193,0.113076,0.104708
193207,273.876,34.6211,0.304712,0.0633859,0.203346,0.187956
193208,273.876,34.6172,0.302487,0.0623923,0.281494,0.260571
193209,273.876,34.6157,0.302591,0.0622278,0.276248,0.246324
193210,273.871,34.6164,0.305378,0.0626377,0.181649,0.134685
193211,273.858,34.6179,0.304892,0.0628722,0.151498,0.13004
193212,273.873,34.6184,0.306486,0.0629409,0.102496,0.102268
193301,273.885,34.6205,0.308477,0.0629579,0.105926,0.107307
