variable,OHF,OHF,OHF,OHF,OHF,GHG,GHG,GHG,GHG,GHG,OHFa,OHFa,OHFa,OHFa,OHFa,Ant,Ant,Ant,Ant,Ant,Nat,Nat,Nat,Nat,Nat,Tot,Tot,Tot,Tot,Tot
percentile,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50
Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,-0.250536615,-0.249852017,-0.247960513,-0.247275914,-0.248906265,0.659319319,0.660004654,0.661898194,0.662583529,0.660951424,-0.055403302,-0.054718731,-0.052827303,-0.052142732,-0.053773017,0.449368245,0.450053716,0.451947632,0.452633104,0.451000674,-0.020821811,-0.020137219,-0.018245731,-0.017561138,-0.019191475,0.43399048,0.45762664,0.522931933,0.546568093,0.490279286
1983,-0.248828073,-0.248144795,-0.24625694,-0.245573662,-0.247200867,0.68606299,0.686747007,0.688636907,0.689320924,0.687691957,-0.055062417,-0.054379179,-0.052491433,-0.051808194,-0.053435306,0.481429174,0.482113321,0.484003579,0.484687726,0.48305845,-0.081623971,-0.080940874,-0.079053518,-0.078370421,-0.079997196,0.42833911,0.451953556,0.517198852,0.540813298,0.484576204
1984,-0.249338122,-0.248655795,-0.246770565,-0.246088237,-0.24771318,0.713443296,0.714126374,0.716013678,0.716696757,0.715070026,-0.062384062,-0.061701788,-0.059816707,-0.059134433,-0.060759247,0.491635668,0.492318859,0.494206475,0.494889665,0.493262667,-0.106524767,-0.105842612,-0.103957859,-0.103275705,-0.104900236,0.416270732,0.439877586,0.505101906,0.52870876,0.472489746
1985,-0.248467178,-0.247784496,-0.24589829,-0.245215609,-0.246841393,0.756109246,0.75679269,0.758681006,0.75936445,0.757736848,-0.0750713,-0.07438868,-0.072502644,-0.071820025,-0.073445662,0.498801061,0.499484612,0.501373224,0.502056776,0.500428918,-0.105265674,-0.104583085,-0.102697133,-0.102014544,-0.103640109,0.422557483,0.446169916,0.51140965,0.535022083,0.478789783
1986,-0.255170584,-0.25448872,-0.252604771,-0.251922907,-0.253546745,0.778447857,0.779130491,0.781016571,0.781699205,0.780073531,-0.088883632,-0.08820183,-0.086318052,-0.08563625,-0.087259941,0.507031848,0.507714598,0.509600996,0.510283746,0.508657797,-0.113205046,-0.112523238,-0.110639445,-0.109957637,-0.111581341,0.434632229,0.458221515,0.523397296,0.546986582,0.490809406
1987,-0.26284139,-0.262162739,-0.260287669,-0.259609019,-0.261225204,0.762232587,0.762912019,0.764789249,0.76546868,0.763850634,-0.088210234,-0.087531641,-0.085656727,-0.084978134,-0.086594184,0.532319521,0.532999081,0.534876665,0.535556225,0.533937873,-0.10596547,-0.105286821,-0.103411756,-0.102733107,-0.104349288,0.477290382,0.500822839,0.565841605,0.589374061,0.533332222
1988,-0.250969181,-0.250290014,-0.248413516,-0.247734348,-0.249351765,0.75178458,0.752464562,0.754343312,0.755023294,0.753403937,-0.073587271,-0.072908152,-0.071031787,-0.070352667,-0.071969969,0.563202838,0.563882962,0.565762103,0.566442226,0.564822532,-0.076838207,-0.076158987,-0.074282345,-0.073603126,-0.075220666,0.526215443,0.549766756,0.61483762,0.638388933,0.582302188
1989,-0.240973281,-0.240290245,-0.238403058,-0.237720022,-0.239346651,0.76641075,0.76709464,0.768984187,0.769668076,0.768039413,-0.064952497,-0.064269496,-0.062382405,-0.061699404,-0.063325951,0.583492767,0.584176819,0.586066814,0.586750866,0.585121817,-0.060208408,-0.059525268,-0.057637793,-0.056954653,-0.05858153,0.554384701,0.578001611,0.643253714,0.666870623,0.610627662
1990,-0.251396639,-0.250716819,-0.248838517,-0.248158697,-0.249777668,0.782687356,0.783368051,0.785248773,0.785929469,0.784308412,-0.072928917,-0.072249127,-0.070370908,-0.069691118,-0.071310017,0.619792607,0.620473475,0.622354671,0.623035539,0.621414073,-0.076007716,-0.07532777,-0.073449119,-0.072769173,-0.074388445,0.604596273,0.628165716,0.693286673,0.716856117,0.660726195
1991,-0.266395774,-0.265714412,-0.263831848,-0.263150486,-0.26477313,0.794526716,0.795208979,0.797094031,0.797776294,0.796151505,-0.0864546,-0.085773264,-0.083890772,-0.083209435,-0.084832018,0.642550271,0.643232711,0.645118249,0.645800689,0.64417548,-0.141158744,-0.140477464,-0.138595129,-0.137913849,-0.139536297,0.587962828,0.611551996,0.676727451,0.70031662,0.644139724
1992,-0.259512317,-0.258824932,-0.256925728,-0.256238343,-0.25787533,0.816572455,0.817260746,0.819162455,0.819850746,0.818211601,-0.094563804,-0.093876454,-0.091977346,-0.091289995,-0.0929269,0.638443358,0.6391318,0.641033925,0.641722367,0.640082863,-0.289295339,-0.288608476,-0.286710713,-0.28602385,-0.287659594,0.469764122,0.493429678,0.558816188,0.582481744,0.526122933
1993,-0.256033419,-0.255353246,-0.253473967,-0.252793794,-0.254413607,0.834244903,0.834925969,0.836807714,0.83748878,0.835866842,-0.093676674,-0.092996547,-0.091117394,-0.090437266,-0.09205697,0.660299716,0.660980905,0.662862988,0.663544176,0.661921946,-0.330919587,-0.330239874,-0.328361867,-0.327682155,-0.329300871,0.455624009,0.479182049,0.544271499,0.567829538,0.511726774
1994,-0.261952488,-0.261274176,-0.25940004,-0.258721728,-0.260337108,0.840052794,0.840732003,0.842608618,0.843287827,0.84167031,-0.09383272,-0.093154461,-0.091280475,-0.090602217,-0.092217468,0.679764341,0.680443655,0.682320558,0.682999871,0.681382106,-0.302370955,-0.301692857,-0.299819312,-0.299141214,-0.300756085,0.500282724,0.523826505,0.588876556,0.612420336,0.55635153
1995,-0.242776681,-0.242095456,-0.240213275,-0.239532051,-0.241154366,0.851581221,0.852263351,0.854148038,0.854830168,0.853205694,-0.085286525,-0.084605364,-0.082723357,-0.082042196,-0.08366436,0.701157696,0.701839921,0.703724869,0.704407095,0.702782395,-0.275605046,-0.274923867,-0.27304181,-0.27236063,-0.273982838,0.572679921,0.596273099,0.661459633,0.685052811,0.628866366
1996,-0.229636103,-0.228954098,-0.227069759,-0.226387753,-0.228011928,0.873057892,0.873740814,0.875627686,0.876310608,0.87468425,-0.076231037,-0.075549101,-0.073664953,-0.072983017,-0.074607027,0.704640178,0.705323191,0.707210312,0.707893324,0.706266751,-0.250630528,-0.249948465,-0.248063966,-0.247381903,-0.249006215,0.616839177,0.640441961,0.705655035,0.729257819,0.673048498
1997,-0.22807083,-0.227388935,-0.225504901,-0.224823006,-0.226446918,0.887984652,0.888667481,0.890554097,0.891236926,0.889610789,-0.075978673,-0.075296841,-0.073412979,-0.072731147,-0.07435491,0.724403247,0.725086181,0.72697309,0.727656025,0.726029636,-0.214672601,-0.213990575,-0.212106177,-0.211424151,-0.213048376,0.676134535,0.699728703,0.764917972,0.788512139,0.732323337
1998,-0.218489595,-0.217805433,-0.215915134,-0.215230972,-0.216860283,0.886706876,0.887391997,0.889284944,0.889970065,0.888338471,-0.068008531,-0.06732442,-0.065434264,-0.064750154,-0.066379342,0.764787746,0.765472998,0.767366307,0.768051558,0.766419652,-0.174150202,-0.173465865,-0.171575084,-0.170890747,-0.172520474,0.753004786,0.776635999,0.84192762,0.865558833,0.809281809
1999,-0.214888239,-0.214209561,-0.212334414,-0.211655736,-0.213271987,0.88428879,0.884968425,0.886846216,0.887525851,0.88590732,-0.06328207,-0.062603438,-0.060728418,-0.060049786,-0.061665928,0.777028244,0.777708035,0.779586256,0.780266046,0.778647145,-0.136587152,-0.135908287,-0.134032622,-0.133353757,-0.134970455,0.773579889,0.79712003,0.862160027,0.885700168,0.829640029
2000,-0.225161341,-0.224480507,-0.222599404,-0.22191857,-0.223539955,0.89897175,0.899653549,0.90153732,0.902219119,0.900595435,-0.074536801,-0.073856011,-0.071975027,-0.071294236,-0.072915519,0.79055964,0.791241621,0.793125893,0.793807874,0.792183757,-0.103269037,-0.102588015,-0.100706393,-0.100025371,-0.101647204,0.787600898,0.811179517,0.876325827,0.899904446,0.843752672
2001,-0.242645598,-0.241967051,-0.240092266,-0.239413719,-0.241029658,0.921070347,0.921749845,0.923627259,0.924306758,0.922688552,-0.093251363,-0.09257286,-0.090698196,-0.090019693,-0.091635528,0.816159179,0.816838873,0.818716826,0.819396519,0.817777849,-0.081293569,-0.080614852,-0.078739599,-0.078060882,-0.079677225,0.815086618,0.838580939,0.903494339,0.926988661,0.871037639
2002,-0.237536802,-0.236860678,-0.23499259,-0.234316466,-0.235926634,0.952466707,0.953143777,0.955014482,0.955691552,0.95407913,-0.085980639,-0.085304557,-0.083436581,-0.082760498,-0.084370569,0.839968134,0.840645411,0.842516688,0.843193966,0.84158105,-0.048003594,-0.047327311,-0.045458781,-0.044782498,-0.046393046,0.836638402,0.860057656,0.924763649,0.948182903,0.892410652
2003,-0.229309877,-0.228631508,-0.226757213,-0.226078844,-0.227694361,0.985060161,0.985739491,0.987616438,0.988295767,0.986677964,-0.066934723,-0.066256404,-0.064382248,-0.063703928,-0.065319326,0.859186144,0.859865672,0.861743164,0.862422692,0.860804418,-0.028426354,-0.027747855,-0.025873204,-0.025194706,-0.02681053,0.854186438,0.877617868,0.942357502,0.965788932,0.909987685
2004,-0.227222026,-0.226542095,-0.224663487,-0.223983556,-0.225602791,1.011724962,1.012405864,1.014287156,1.014968058,1.01334651,-0.046496893,-0.045817023,-0.043938583,-0.043258713,-0.044877803,0.866286211,0.866967307,0.868849132,0.869530228,0.867908219,-0.017836342,-0.017156305,-0.015277406,-0.01459737,-0.016216856,0.854747935,0.878184898,0.94293982,0.966376783,0.910562359
2005,-0.231155197,-0.230476381,-0.228600852,-0.227922036,-0.229538617,1.02337045,1.024050246,1.02592848,1.026608276,1.024989363,-0.038866723,-0.03818798,-0.036312652,-0.035633909,-0.037250316,0.886234008,0.88691399,0.888792739,0.889472721,0.887853364,-0.031751921,-0.031073028,-0.029197288,-0.028518396,-0.030135158,0.874697604,0.898099548,0.962757716,0.98615966,0.930428632
2006,-0.238395947,-0.237717486,-0.235842941,-0.235164481,-0.236780214,1.034725382,1.035404834,1.037282118,1.03796157,1.036343476,-0.033032282,-0.032353902,-0.030479579,-0.029801199,-0.031416741,0.901198569,0.9018782,0.903755978,0.904435609,0.902817089,-0.04095647,-0.040277952,-0.038403248,-0.037724729,-0.0393406,0.888925564,0.912311131,0.976924049,1.000309616,0.94461759
2007,-0.232387073,-0.23171296,-0.229850425,-0.229176312,-0.230781693,1.055044629,1.055719737,1.057585019,1.058260127,1.056652378,-0.030122412,-0.029448387,-0.027586096,-0.026912071,-0.028517241,0.914479001,0.915154292,0.917020081,0.917695372,0.916087186,-0.034518787,-0.033844635,-0.031981993,-0.031307841,-0.032913314,0.895480203,0.918796213,0.983216948,1.006532957,0.95100658
2008,-0.249318026,-0.248639399,-0.246764393,-0.246085766,-0.247701896,1.069232007,1.069911647,1.071789449,1.072469089,1.070850548,-0.040807052,-0.040128518,-0.03825377,-0.037575237,-0.039191144,0.919612344,0.92029219,0.922170561,0.922850406,0.921231375,-0.032288115,-0.031609458,-0.029734371,-0.029055714,-0.030671915,0.888026459,0.911417973,0.976047323,0.999438838,0.943732648
2009,-0.259123175,-0.258444091,-0.256567824,-0.255888741,-0.257505958,1.086399022,1.087079117,1.088958179,1.089638275,1.088018648,-0.047183565,-0.04650458,-0.044628586,-0.043949601,-0.045566583,0.942464036,0.94314436,0.945024053,0.945704377,0.944084206,-0.030044565,-0.029365475,-0.027489189,-0.026810099,-0.028427332,0.905237688,0.928631023,0.993265402,1.016658736,0.960948212
2010,-0.252473133,-0.251792662,-0.249912562,-0.249232091,-0.250852612,1.108548175,1.109229666,1.111112582,1.111794072,1.110171124,-0.042618159,-0.041937785,-0.040057954,-0.03937758,-0.040997869,0.968117349,0.968799095,0.970682717,0.971364463,0.969740906,-0.016119853,-0.015439375,-0.013559256,-0.012878778,-0.014499316,0.925122016,0.948532603,1.013214647,1.036625233,0.980873625
2011,-0.24772837,-0.247048341,-0.245169464,-0.244489435,-0.246108902,1.126500154,1.127181208,1.129062917,1.12974397,1.128122062,-0.041069852,-0.040389915,-0.038511288,-0.03783135,-0.039450601,0.979988487,0.98066982,0.982552304,0.983233638,0.981611062,0.00301248,0.003692511,0.005571395,0.006251426,0.004631953,0.924827176,0.948230257,1.012891564,1.036294645,0.980560911
2012,-0.265849584,-0.26517455,-0.263309473,-0.262634439,-0.264242012,1.141617539,1.142293603,1.144161527,1.144837591,1.143227565,-0.049280709,-0.048605759,-0.046740911,-0.04606596,-0.047673335,0.999735234,1.000411599,1.002280354,1.002956718,1.001345976,0.012942529,0.013617574,0.015482684,0.01615773,0.014550129,0.939582587,0.962918775,1.027395261,1.050731449,0.995157018
2013,-0.276502971,-0.275826923,-0.273959042,-0.273282994,-0.274892982,1.1469831,1.147660189,1.149530948,1.150208037,1.148595569,-0.05200395,-0.051327986,-0.049460337,-0.048784373,-0.050394162,1.021283166,1.02196057,1.023832198,1.024509602,1.022896384,0.025006619,0.02568268,0.027550598,0.02822666,0.026616639,0.955674878,0.979043536,1.043609736,1.066978394,1.011326636
2014,-0.286039779,-0.285360508,-0.283483725,-0.282804455,-0.284422117,1.177580821,1.178261149,1.180140853,1.180821181,1.179201001,-0.062532081,-0.061852895,-0.059976346,-0.05929716,-0.060914621,1.047311125,1.047991779,1.049872385,1.050553039,1.048932082,0.042574782,0.043254062,0.045130871,0.045810151,0.044192466,0.979736716,1.003157038,1.067865981,1.091286304,1.03551151
2015,-0.293095335,-0.292419024,-0.290550418,-0.289874107,-0.291484721,1.173596997,1.174274368,1.176145906,1.176823277,1.175210137,-0.070961677,-0.070285456,-0.068417099,-0.067740879,-0.069351278,1.089735421,1.090413127,1.09228559,1.092963297,1.091349359,0.020184785,0.02086109,0.022729679,0.023405984,0.021795385,1.028452311,1.05182645,1.116407791,1.139781929,1.08411712
2016,-0.274275281,-0.273600214,-0.271735041,-0.271059973,-0.272667627,1.202203364,1.202879501,1.204747628,1.205423765,1.203813565,-0.050000425,-0.04932546,-0.047460573,-0.046785608,-0.048393017,1.135900767,1.136577216,1.138446204,1.139122653,1.13751171,0.038107963,0.038783001,0.040648091,0.041323129,0.039715546,1.086142714,1.109492172,1.174005324,1.197354782,1.141748748
2017,-0.258651186,-0.257972094,-0.256095802,-0.255416709,-0.257033948,1.228554357,1.22923454,1.231113844,1.231794026,1.230174192,-0.032268995,-0.031590014,-0.02971403,-0.029035049,-0.030652022,1.163011598,1.163692068,1.165572167,1.166252637,1.164632117,0.053944293,0.05462334,0.056499507,0.057178554,0.055561424,1.11990015,1.143301577,1.207958314,1.231359741,1.175629946
2018,-0.239709488,-0.239033779,-0.237166837,-0.236491129,-0.238100308,1.262690103,1.263366914,1.265236903,1.265913714,1.264301908,-0.009927598,-0.009252006,-0.007385388,-0.006709797,-0.008318697,1.176121456,1.176798537,1.17866927,1.179346351,1.177733903,0.076851365,0.07752701,0.079393777,0.080069422,0.078460394,1.132256011,1.155601542,1.220103841,1.243449372,1.187852692
2019,-0.250997827,-0.25032066,-0.248449687,-0.24777252,-0.249385173,1.263227168,1.263905471,1.26577958,1.266457882,1.264842525,-0.022500668,-0.021823619,-0.019952972,-0.019275922,-0.020888295,1.205680601,1.20635917,1.208234013,1.208912581,1.207296591,0.052698983,0.053376066,0.055246807,0.05592389,0.054311437,1.166756921,1.190133667,1.254722215,1.278098962,1.222427941
2020,-0.245676836,-0.24499903,-0.243126292,-0.242448485,-0.244062661,1.277940059,1.278619009,1.280494909,1.28117386,1.279556959,-0.018636211,-0.01795853,-0.016086138,-0.015408457,-0.017022334,1.231315622,1.231994803,1.233871342,1.234550523,1.232933072,0.048380688,0.049058381,0.050930805,0.051608498,0.049994593,1.191228227,1.214620858,1.279253293,1.302645924,1.246937075
2021,-0.278233537,-0.277555194,-0.275680973,-0.27500263,-0.276618084,1.252320043,1.252999557,1.254877013,1.255556526,1.253938285,-0.056810444,-0.056132218,-0.054258323,-0.053580098,-0.055195271,1.242199814,1.242879555,1.244757638,1.245437379,1.243818596,-0.004087379,-0.003409134,-0.001535185,-0.000856941,-0.00247216,1.195730922,1.21914276,1.283828262,1.3072401,1.251485511
2022,-0.268719387,-0.268040814,-0.266165958,-0.265487386,-0.267103386,1.277137228,1.277816989,1.279695126,1.280374887,1.278756057,-0.043852364,-0.0431739,-0.041299346,-0.040620882,-0.042236623,1.264398888,1.265078902,1.266957741,1.267637755,1.266018322,0.009173147,0.009851618,0.011726193,0.012404664,0.010788906,1.206302188,1.229723642,1.294435712,1.317857165,1.262079677
2023,-0.268070598,-0.267390799,-0.265512557,-0.264832759,-0.266451678,1.293300627,1.29398165,1.295863277,1.2965443,1.294922463,-0.040705262,-0.040025566,-0.038147606,-0.03746791,-0.039086586,1.316868235,1.31754953,1.319431908,1.320113203,1.318490719,0.019661003,0.020340742,0.022218817,0.022898555,0.021279779,1.271305142,1.294799227,1.359711975,1.383206061,1.327255601
