variable,Aer,Aer,Aer,Aer,Aer,GHG,GHG,GHG,GHG,GHG,OHF,OHF,OHF,OHF,OHF,Ant,Ant,Ant,Ant,Ant,Nat,Nat,Nat,Nat,Nat,Tot,Tot,Tot,Tot,Tot
percentile,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50
Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,0.024278436,0.024959527,0.026841339,0.02752243,0.025900433,0.024278436,0.024959527,0.026841339,0.02752243,0.025900433,0.406604334,0.407285338,0.409166914,0.409847918,0.408226126,0.024278436,0.024959527,0.026841339,0.02752243,0.025900433,0.024278436,0.024959527,0.026841339,0.02752243,0.025900433,-0.030286012,-0.006692834,0.0584937,0.082086878,0.025900433
1996,0.049746771,0.050428746,0.052313001,0.052994976,0.051370874,0.049746771,0.050428746,0.052313001,0.052994976,0.051370874,0.411856773,0.412538547,0.414422246,0.415104019,0.413480396,0.049746771,0.050428746,0.052313001,0.052994976,0.051370874,0.049746771,0.050428746,0.052313001,0.052994976,0.051370874,-0.004838447,0.018764337,0.083977411,0.107580194,0.051370874
1997,0.086062202,0.08674414,0.088628295,0.089310233,0.087686218,0.086062202,0.08674414,0.088628295,0.089310233,0.087686218,0.410987608,0.411669284,0.413552715,0.414234391,0.412611,0.086062202,0.08674414,0.088628295,0.089310233,0.087686218,0.086062202,0.08674414,0.088628295,0.089310233,0.087686218,0.031497416,0.055091583,0.120280852,0.14387502,0.087686218
1998,0.127220236,0.127904485,0.129795023,0.130479272,0.128849754,0.127220236,0.127904485,0.129795023,0.130479272,0.128849754,0.417865893,0.418549858,0.420439613,0.421123578,0.419494736,0.127220236,0.127904485,0.129795023,0.130479272,0.128849754,0.127220236,0.127904485,0.129795023,0.130479272,0.128849754,0.07257273,0.096203943,0.161495565,0.185126778,0.128849754
1999,0.164091609,0.164770387,0.16664581,0.167324588,0.165708099,0.164091609,0.164770387,0.16664581,0.167324588,0.165708099,0.422867458,0.423545951,0.425420587,0.42609908,0.424483269,0.164091609,0.164770387,0.16664581,0.167324588,0.165708099,0.164091609,0.164770387,0.16664581,0.167324588,0.165708099,0.109647959,0.1331881,0.198228097,0.221768238,0.165708099
2000,0.197886116,0.19856705,0.200448431,0.201129365,0.199507741,0.197886116,0.19856705,0.200448431,0.201129365,0.199507741,0.411043525,0.41172418,0.413604788,0.414285443,0.412664484,0.197886116,0.19856705,0.200448431,0.201129365,0.199507741,0.197886116,0.19856705,0.200448431,0.201129365,0.199507741,0.143355966,0.166934586,0.232080895,0.255659515,0.199507741
2001,0.219912265,0.220590896,0.22246591,0.223144541,0.221528403,0.219912265,0.220590896,0.22246591,0.223144541,0.221528403,0.391095103,0.391773471,0.393647759,0.394326127,0.392710615,0.219912265,0.220590896,0.22246591,0.223144541,0.221528403,0.219912265,0.220590896,0.22246591,0.223144541,0.221528403,0.165577382,0.189071703,0.253985103,0.277479424,0.221528403
2002,0.253103662,0.25377986,0.255648153,0.25632435,0.254714006,0.253103662,0.25377986,0.255648153,0.25632435,0.254714006,0.400373193,0.401049144,0.402916757,0.403592708,0.401982951,0.253103662,0.25377986,0.255648153,0.25632435,0.254714006,0.253103662,0.25377986,0.255648153,0.25632435,0.254714006,0.198941756,0.22236101,0.287067003,0.310486257,0.254714006
2003,0.273240064,0.273918476,0.27579289,0.276471303,0.274855683,0.273240064,0.273918476,0.27579289,0.276471303,0.274855683,0.430804618,0.431482797,0.433356564,0.434034742,0.43241968,0.273240064,0.273918476,0.27579289,0.276471303,0.274855683,0.273240064,0.273918476,0.27579289,0.276471303,0.274855683,0.219054436,0.242485866,0.307225501,0.330656931,0.274855683
2004,0.284328529,0.285008479,0.28688714,0.28756709,0.28594781,0.284328529,0.285008479,0.28688714,0.28756709,0.28594781,0.470098881,0.470778598,0.472656617,0.473336335,0.471717608,0.284328529,0.285008479,0.28688714,0.28756709,0.28594781,0.284328529,0.285008479,0.28688714,0.28756709,0.28594781,0.230133386,0.253570349,0.318325271,0.341762234,0.28594781
2005,0.270484931,0.271163737,0.273039238,0.273718044,0.272101487,0.270484931,0.271163737,0.273039238,0.273718044,0.272101487,0.489374088,0.490052667,0.491927541,0.49260612,0.490990104,0.270484931,0.271163737,0.273039238,0.273718044,0.272101487,0.270484931,0.271163737,0.273039238,0.273718044,0.272101487,0.216370459,0.239772404,0.304430571,0.327832515,0.272101487
2006,0.261424655,0.262103087,0.263977552,0.264655984,0.263040319,0.261424655,0.262103087,0.263977552,0.264655984,0.263040319,0.508451329,0.509129537,0.511003384,0.511681592,0.510066461,0.261424655,0.262103087,0.263977552,0.264655984,0.263040319,0.261424655,0.262103087,0.263977552,0.264655984,0.263040319,0.207348294,0.230733861,0.295346778,0.318732345,0.263040319
2007,0.267145521,0.267819587,0.269681989,0.270356055,0.268750788,0.267145521,0.267819587,0.269681989,0.270356055,0.268750788,0.507536325,0.50821017,0.510071964,0.510745809,0.509141067,0.267145521,0.267819587,0.269681989,0.270356055,0.268750788,0.267145521,0.267819587,0.269681989,0.270356055,0.268750788,0.213224411,0.236540421,0.300961155,0.324277165,0.268750788
2008,0.270144681,0.270823251,0.272698099,0.273376668,0.271760675,0.270144681,0.270823251,0.272698099,0.273376668,0.271760675,0.503924537,0.504602886,0.506477122,0.507155471,0.505540004,0.270144681,0.270823251,0.272698099,0.273376668,0.271760675,0.270144681,0.270823251,0.272698099,0.273376668,0.271760675,0.216054485,0.239446,0.30407535,0.327466864,0.271760675
2009,0.272628662,0.273307666,0.275183711,0.275862714,0.274245688,0.272628662,0.273307666,0.275183711,0.275862714,0.274245688,0.501258465,0.501937259,0.503812727,0.504491521,0.502874993,0.272628662,0.273307666,0.275183711,0.275862714,0.274245688,0.272628662,0.273307666,0.275183711,0.275862714,0.274245688,0.218535164,0.241928499,0.306562878,0.329956213,0.274245688
2010,0.287000611,0.287681001,0.289560879,0.29024127,0.28862094,0.287000611,0.287681001,0.289560879,0.29024127,0.28862094,0.504216145,0.504896329,0.506775638,0.507455823,0.505835984,0.287000611,0.287681001,0.289560879,0.29024127,0.28862094,0.287000611,0.287681001,0.289560879,0.29024127,0.28862094,0.232869332,0.256279918,0.320961962,0.344372549,0.28862094
2011,0.306193988,0.306873931,0.308752574,0.309432517,0.307813253,0.306193988,0.306873931,0.308752574,0.309432517,0.307813253,0.502652025,0.50333178,0.505209901,0.505889656,0.50427084,0.306193988,0.306873931,0.308752574,0.309432517,0.307813253,0.306193988,0.306873931,0.308752574,0.309432517,0.307813253,0.252079518,0.275482599,0.340143906,0.363546987,0.307813253
2012,0.315182904,0.315857863,0.317722731,0.31839769,0.316790297,0.315182904,0.315857863,0.317722731,0.31839769,0.316790297,0.503351751,0.504026526,0.505890891,0.506565666,0.504958709,0.315182904,0.315857863,0.317722731,0.31839769,0.316790297,0.315182904,0.315857863,0.317722731,0.31839769,0.316790297,0.261215866,0.284552054,0.34902854,0.372364728,0.316790297
2013,0.327222519,0.327898493,0.32976617,0.330442144,0.328832331,0.327222519,0.327898493,0.32976617,0.330442144,0.328832331,0.508516799,0.509192587,0.511059749,0.511735537,0.510126168,0.327222519,0.327898493,0.32976617,0.330442144,0.328832331,0.327222519,0.327898493,0.32976617,0.330442144,0.328832331,0.273180573,0.296549232,0.361115431,0.384484089,0.328832331
2014,0.345386205,0.346065397,0.347941966,0.348621158,0.347003682,0.345386205,0.346065397,0.347941966,0.348621158,0.347003682,0.497627423,0.498306432,0.500182492,0.500861501,0.499244462,0.345386205,0.346065397,0.347941966,0.348621158,0.347003682,0.345386205,0.346065397,0.347941966,0.348621158,0.347003682,0.291228888,0.31464921,0.379358154,0.402778476,0.347003682
2015,0.322518934,0.323195151,0.3250635,0.325739717,0.324129326,0.322518934,0.323195151,0.3250635,0.325739717,0.324129326,0.487317119,0.487993157,0.48986101,0.490537048,0.488927083,0.322518934,0.323195151,0.3250635,0.325739717,0.324129326,0.322518934,0.323195151,0.3250635,0.325739717,0.324129326,0.268464517,0.291838655,0.356419996,0.379794134,0.324129326
2016,0.340299946,0.340974897,0.342839747,0.343514698,0.341907322,0.340299946,0.340974897,0.342839747,0.343514698,0.341907322,0.51028119,0.51095596,0.512820309,0.513495079,0.511888135,0.340299946,0.340974897,0.342839747,0.343514698,0.341907322,0.340299946,0.340974897,0.342839747,0.343514698,0.341907322,0.286301288,0.309650746,0.374163898,0.397513356,0.341907322
2017,0.357040994,0.357719954,0.359595881,0.360274841,0.358657917,0.357040994,0.357719954,0.359595881,0.360274841,0.358657917,0.531089263,0.53176804,0.533643463,0.53432224,0.532705751,0.357040994,0.357719954,0.359595881,0.360274841,0.358657917,0.357040994,0.357719954,0.359595881,0.360274841,0.358657917,0.302928122,0.326329549,0.390986286,0.414387713,0.358657917
2018,0.379429535,0.380105093,0.38197162,0.382647178,0.381038356,0.379429535,0.380105093,0.38197162,0.382647178,0.381038356,0.556308504,0.556983886,0.558849927,0.55952531,0.557916907,0.379429535,0.380105093,0.38197162,0.382647178,0.381038356,0.379429535,0.380105093,0.38197162,0.382647178,0.381038356,0.325441676,0.348787207,0.413289506,0.436635037,0.381038356
2019,0.355409711,0.356086707,0.357957206,0.358634201,0.357021956,0.355409711,0.356086707,0.357957206,0.358634201,0.357021956,0.542637053,0.543313893,0.54518396,0.545860799,0.544248926,0.355409711,0.356086707,0.357957206,0.358634201,0.357021956,0.355409711,0.356086707,0.357957206,0.358634201,0.357021956,0.301350935,0.324727682,0.38931623,0.412692977,0.357021956
2020,0.351123623,0.351801228,0.35367341,0.354351015,0.352737319,0.351123623,0.351801228,0.35367341,0.354351015,0.352737319,0.545122953,0.545800416,0.547672208,0.548349671,0.546736312,0.351123623,0.351801228,0.35367341,0.354351015,0.352737319,0.351123623,0.351801228,0.35367341,0.354351015,0.352737319,0.297028471,0.320421102,0.385053536,0.408446167,0.352737319
2021,0.298661889,0.299340045,0.301213751,0.301891908,0.300276898,0.298661889,0.299340045,0.301213751,0.301891908,0.300276898,0.501344785,0.5020228,0.503896114,0.504574129,0.502959457,0.298661889,0.299340045,0.301213751,0.301891908,0.300276898,0.298661889,0.299340045,0.301213751,0.301891908,0.300276898,0.244522309,0.267934147,0.332619649,0.356031487,0.300276898
2022,0.3118944,0.312572783,0.314447115,0.315125498,0.313509949,0.3118944,0.312572783,0.314447115,0.315125498,0.313509949,0.517752371,0.518430634,0.520304631,0.520982893,0.519367632,0.3118944,0.312572783,0.314447115,0.315125498,0.313509949,0.3118944,0.312572783,0.314447115,0.315125498,0.313509949,0.257732461,0.281153914,0.345865984,0.369287438,0.313509949
2023,0.322248924,0.322928574,0.324806404,0.325486053,0.323867489,0.322248924,0.322928574,0.324806404,0.325486053,0.323867489,0.523214297,0.523893797,0.525771215,0.526450715,0.524832506,0.322248924,0.322928574,0.324806404,0.325486053,0.323867489,0.322248924,0.322928574,0.324806404,0.325486053,0.323867489,0.267917029,0.291411115,0.356323862,0.379817948,0.323867489
