method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,EdyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eEdyrsA,nceEdyrs
lowess1dt20wARMA,42/3_ST_Fits,r,0.11661194512555349,0.26373643431540406,0,0,0.9998296430630812,0.9998296430630812,0.44699554864321966,0.007116421167597206,0.0005222866994538445,103.25597173658375,47.62879814364335,0.005659920547638588,0.000668542914920383,1.5756058754027555,1.6666478481242266,0.0006198346614837647,0.0,0.0,0.0,0.0,47.12151449228044,0.025715031576304833,-0.003055886211308776,1.5623000855829734,1.656616416908103,0.02161861889216361,0.0,0.0,0.0,0.0
lowess2dt20wnc,42/3_ST_Fits,c,12.085076161325878,0.23626636769547155,6,0,0.20893762682356282,0.21803745692475374,0.5503303001248411,0.08479940575417726,-0.002993872933224795,127.12629932883829,5.6575651827900355,0.06960324164561647,-0.004704201221466064,1.2909289786165545,0.9487309031353867,-0.0027970194816589354,0.7916666665121284,1.041666666497349,1.3975694444587596,34.0,5.1774631519571175,0.07588376549784256,-0.008428630347695223,1.3243870457090787,0.9911207604478011,0.01820176474902091,0.37500000015256774,0.37499999983128873,1.582125603821485,33.0
lowess2dt20wnc,42/3_ST_Fits,r,0.3303422184527002,0.43734991550445557,0,0,0.9997502467532172,0.9997502467532172,-0.07320987360233956,0.02122042428405612,-0.002970800511549062,-16.91148080214044,0.8422329934196411,0.015506507791448897,-0.0039967086580064565,0.9373421028258856,0.9928209008333572,-0.0019180476665496826,0.0,0.0,0.0,0.0,0.5976450414160359,0.033586239067207875,-0.007721137784235615,0.9335862678441805,0.9855917081094152,0.019080736564130164,0.0,0.0,0.0,0.0
lowess1dt20wAR,42/3_ST_Fits,c,6.458562074175039,0.13134010062901605,15,4,0.0862301909980519,0.12680783990906475,0.9913976578161807,0.05796334648599507,-0.005306937710132079,229.01285895553775,58.659659632307694,0.04640605622256222,-0.0055963383780585395,2.400685075573244,1.7772808117960917,-0.00356178879737854,0.04166666651303785,0.37499999983128873,1.1024305555726148,26.0,57.17520023200823,0.05627664625532853,-0.009320767504287699,2.243331683494811,1.8074730322447117,0.017436995433301305,1.1250000001516582,0.2916666668347716,1.3768115941774064,25.0
lowess1dt20wAR,42/3_ST_Fits,r,0.11661194512555349,0.24584472122321963,0,0,0.9998172458043554,0.9998172458043554,0.5171833627864767,0.007116421167597206,0.0005222866994538445,119.46935680367612,53.946775503362275,0.005659920547638588,0.000668542914920383,1.6902602344328295,1.7877827059177247,0.0006198346614837647,0.0,0.0,0.0,0.0,53.36297391586719,0.025715031576304833,-0.003055886211308776,1.6743937011049523,1.776613019836986,0.02161861889216361,0.0,0.0,0.0,0.0
offset11y,42/3_ST_Fits,c,2.50042393474739,0.04085559910169567,170,61,4.087106220761654e-09,5.548054614856371e-06,-0.10885998590464445,0.08148629438107244,0.03534963988276699,-25.14665674397287,128.76916395961427,0.05467662171728712,-0.037707247336705524,6.726028153897204,2.506437898488811,-0.07052598893642426,0.7083333334865074,2.2083333334994677,1.6979166668352832,24.0,125.09081352324681,0.05408487344320315,-0.041431676462934684,1.7838468352970644,1.0010994815336336,-0.04952720470574441,1.8750000001512035,2.875000000165528,1.5634057972779274,23.0
lowess1dg20wnc,42/3_ST_Fits,c,3.33214138352153,0.10025884865993454,4,1,0.06860058892562976,0.8984469079955729,1.284900800975388,0.04542581004101088,-0.013889230182747158,296.8120850253146,88.51133429479285,0.03540006815540028,-0.019389371077219646,3.31833448551451,2.47846011248708,-0.016318589448928833,0.7083333334865074,0.875000000167347,0.906250000109992,24.0,82.71850169460545,0.050188789665303365,-0.023113800203448807,2.8458959108814676,2.35208674920096,0.004680194781751012,1.8750000001512035,1.5416666668334074,1.2481884058220896,23.0
lowess1dg20wnc,42/3_ST_Fits,r,0.04333032960297523,0.23017792403697968,0,0,0.9999740269886191,0.9999740269886191,0.6076595405012707,0.029332992199490805,0.013212927541349314,140.36935385579352,74.91744588660212,0.023953971213522968,0.016606485181384616,1.9358531734641349,2.355731719980616,0.008778345584869385,0.0,0.0,0.0,0.0,74.50100314802401,0.024076127628040962,0.012882056055155456,1.957532079886523,2.3647689410838026,0.02977712981554923,0.0,0.0,0.0,0.0
lowess1dt30wnc,42/3_ST_Fits,c,4.57361334458359,0.13635938619113258,4,2,0.0029647210307235817,0.9941297390600001,1.0467300666543349,0.04940144076548292,-0.007847902298253835,241.79464539715136,58.58136142535949,0.03578526617498413,-0.00887950128979153,2.309285516745118,1.7391325020270971,-0.007496011257171631,0.5416666668199923,0.12500000016825652,0.8993055556384206,24.0,56.6949636404375,0.04948762828946951,-0.012603930416020691,2.0985273516372076,1.7280019874114914,0.013502772973508215,1.7083333334846884,0.7916666668343169,1.3315217391356249,23.0
lowess1dt30wnc,42/3_ST_Fits,r,0.06525771562200838,0.2668735980987549,0,0,0.9998164228129124,0.9998164228129124,0.45124793020611614,0.017569669485915113,0.004481161741219316,104.23827187761283,52.77118994570223,0.013020729610218431,0.005980224079555936,1.5945901099900988,1.7527302161297447,0.0038718760013580324,0.0,0.0,0.0,0.0,52.371016438869404,0.023391124235267357,0.0022557949533267767,1.5886381290862877,1.7477118974059702,0.024870660232037878,0.0,0.0,0.0,0.0
